City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,tsiroanomandidy,-18.7667,46.0333,28.05,39,37,4.99,MG,1696177572
281,monterey,36.2505,-121.2516,12.87,1,24,1.2,US,1696177572
282,izumi,34.4833,135.4333,21.86,80,20,1.03,JP,1696177572
283,lata,40.1629,-8.3327,33.84,42,10,2.48,PT,1696177573
284,inhambane,-23.865,35.3833,22.99,64,75,10.29,MZ,1696177573
285,coquimbo,-29.9533,-71.3436,14.85,77,100,2.57,CL,1696177305
286,naze,28.3667,129.4833,25.51,78,29,5.71,JP,1696177573
287,weno,7.4515,151.8468,27.97,83,40,1.54,FM,1696177573
288,ahmadpur east,29.1431,71.2598,29.81,16,0,1.67,PK,1696177573
289,anna regina,7.2644,-58.5077,31.02,65,100,3.49,GY,1696177574
290,papao,-17.75,-149.55,23.82,82,6,9.35,PF,1696177574
291,emerald,-23.5333,148.1667,16.86,77,0,3.92,AU,1696177574
292,kapuskasing,49.4169,-82.4331,16.0,94,75,3.6,CA,1696177574
293,kuruman,-27.4524,23.4325,26.11,25,0,2.88,ZA,1696177574
294,aripuana,-9.1667,-60.6333,40.8,25,58,0.95,BR,1696177574
295,indiana,40.0003,-86.2503,26.63,59,0,2.57,US,1696177539
296,alice springs,-23.7,133.8833,28.75,16,83,4.63,AU,1696177420
297,el bolson,-41.9667,-71.5167,11.79,69,100,1.83,AR,1696177575
298,el granada,37.5027,-122.4694,18.33,83,20,2.06,US,1696177575
299,bonawon,9.134,122.9193,26.78,86,99,3.5,PH,1696177575
300,nurota,40.5614,65.6886,16.59,30,84,2.07,UZ,1696177575
301,miguel ahumada,30.6167,-106.5167,26.12,37,0,4.58,MX,1696177575
302,virginia,37.5481,-77.4467,25.99,65,0,4.63,US,1696177358
303,sokoni,-6.4333,39.55,26.92,78,1,5.76,TZ,1696177576
304,myaydo,19.3667,95.2167,23.68,97,100,3.47,MM,1696177576
305,wynyard,-41.0,145.7167,6.66,82,7,2.09,AU,1696177576
306,port elizabeth,-33.918,25.5701,16.17,73,20,2.57,ZA,1696177576
307,shagonar,51.5333,92.8,8.93,78,100,1.27,RU,1696177576
308,manismata,-2.4667,111.0333,22.79,86,99,0.41,ID,1696177577
309,candido mendes,-1.4467,-45.7167,31.74,56,87,4.34,BR,1696177577
310,villa ocampo,-28.4875,-59.3551,24.63,31,0,3.93,AR,1696177577
311,swift current,50.2834,-107.8014,8.45,100,100,3.6,CA,1696177577
312,la'ie,21.6477,-157.9253,25.98,82,37,2.24,US,1696177535
313,kudahuvadhoo,2.6708,72.8944,27.93,76,100,4.0,MV,1696177577
314,bac lieu,9.285,105.7244,26.45,89,100,3.62,VN,1696177578
315,sangin,32.0728,64.8359,21.41,10,0,2.15,AF,1696177578
316,yuzhno-kurilsk,44.0306,145.8556,15.76,96,100,2.88,RU,1696177578
317,malango,-2.9627,119.9001,19.2,98,49,0.59,ID,1696177578
318,nadym,65.5333,72.5167,4.03,99,100,4.24,RU,1696177460
319,esperantina,-3.9017,-42.2336,41.66,20,30,1.63,BR,1696177578
320,sinabang,2.4803,96.3801,26.4,86,79,3.99,ID,1696177579
321,pochinok,54.4068,32.4407,14.62,77,98,4.26,RU,1696177579
322,moron,-34.6534,-58.6198,21.12,33,0,1.34,AR,1696177350
323,nushki,29.5542,66.0215,21.21,13,0,2.48,PK,1696177579
324,wailua homesteads,22.0669,-159.378,24.44,87,75,5.66,US,1696177579
325,sandnessjoen,66.0217,12.6316,9.12,76,75,1.03,NO,1696177579
326,lorengau,-2.0226,147.2712,26.46,82,21,1.88,PG,1696177580
327,al mishkhab,31.8042,44.4911,33.06,21,27,3.96,IQ,1696177580
328,shimoda,34.6667,138.95,22.28,74,92,3.3,JP,1696177580
329,east ballina,-28.8667,153.5833,15.44,81,63,6.22,AU,1696177580
330,pointe-noire,-4.7761,11.8635,25.8,77,62,3.47,CG,1696177580
331,vreed-en-hoop,6.8093,-58.198,37.18,66,20,4.12,GY,1696177580
332,strathmore,51.0501,-113.3852,7.97,100,100,0.51,CA,1696177581
333,akhmet'a,42.0311,45.2075,18.29,72,87,0.64,GE,1696177581
334,mount isa,-20.7333,139.5,15.87,44,2,0.0,AU,1696177581
335,aleksandrov gay,50.147,48.5704,17.01,43,50,2.65,RU,1696177581
336,nemuro,43.3236,145.575,16.42,85,100,3.75,JP,1696177581
337,as sulayyil,20.4607,45.5779,35.14,11,0,4.97,SA,1696177582
338,tabina,7.4669,123.4081,27.4,81,99,2.1,PH,1696177582
339,san andres,12.5847,-81.7006,33.01,66,20,4.12,CO,1696177582
340,kamien pomorski,53.9685,14.7726,17.2,73,99,0.84,PL,1696177582
341,alliance,40.9153,-81.1059,23.68,71,3,2.55,US,1696177377
342,xilin hot,43.9667,116.0333,8.85,40,0,3.02,CN,1696177583
343,kingsville,27.5159,-97.8561,31.23,79,75,2.57,US,1696177583
344,glace bay,46.1969,-59.957,21.79,51,40,3.6,CA,1696177583
345,sitia,35.2,26.0986,25.55,64,0,12.67,GR,1696177315
346,agat village,13.3886,144.6585,28.52,87,0,2.57,GU,1696177583
347,escanaba,45.7453,-87.0646,22.98,78,0,4.63,US,1696177584
348,conduaga,8.862,117.4893,26.28,90,100,5.56,PH,1696177584
349,nizhneudinsk,54.9076,99.0276,0.57,75,7,1.79,RU,1696177584
350,ulanhot,46.0833,122.0833,11.2,48,66,2.2,CN,1696177584
351,pimampiro,0.4,-77.9667,22.77,50,100,3.15,EC,1696177584
352,rawson,-43.3002,-65.1023,20.23,29,100,3.83,AR,1696177584
353,macau,22.2006,113.5461,30.48,79,20,5.66,MO,1696177585
354,acajutla,13.5928,-89.8275,30.2,66,75,1.61,SV,1696177412
355,ternate,0.8,127.4,26.59,83,55,2.12,ID,1696177362
356,san pedro pochutla,15.7333,-96.4667,28.84,58,100,1.38,MX,1696177585
357,masterton,-40.9597,175.6575,12.71,87,68,5.34,NZ,1696177585
358,lago da pedra,-4.3333,-45.1667,39.89,25,41,2.16,BR,1696177585
359,santa cruz,-17.8,-63.1667,31.03,29,20,5.14,BO,1696177499
360,melfi,40.9965,15.6514,22.5,48,3,5.47,IT,1696177586
361,greenville,35.6127,-77.3663,24.02,68,75,5.66,US,1696177586
362,arkhangel'sk,64.5401,40.5433,12.85,84,100,1.73,RU,1696177586
363,albu kamal,34.45,40.9186,28.32,34,100,4.17,SY,1696177586
364,borogontsy,62.6683,131.1683,1.83,53,100,2.24,RU,1696177587
365,chivhu,-19.0211,30.8922,26.59,35,30,8.19,ZW,1696177587
366,sawakin,19.1059,37.3321,31.79,60,1,1.22,SD,1696177587
367,riosucio,5.4216,-75.7032,23.34,56,91,0.51,CO,1696177587
368,eforie sud,44.0229,28.6494,24.45,56,17,2.25,RO,1696177587
369,daru,-9.0763,143.2092,24.69,89,100,6.78,PG,1696177587
370,bataipora,-22.2953,-53.2711,34.09,37,20,2.14,BR,1696177588
371,brush,40.2589,-103.6238,22.62,52,91,3.09,US,1696177588
372,balqash,46.8481,74.995,15.83,59,100,6.63,KZ,1696177588
373,hasaki,35.7333,140.8333,22.94,70,100,8.99,JP,1696177588
374,antsiranana,-12.2787,49.2917,23.57,86,89,5.36,MG,1696177442
375,usogorsk,63.4106,48.6872,12.59,92,100,4.27,RU,1696177588
376,egilsstadir,65.2653,-14.3948,6.95,76,75,4.12,IS,1696177589
377,markaz-e woluswali-ye achin,34.1258,70.7078,26.5,25,1,1.97,AF,1696177589
378,sari,36.5633,53.0601,22.77,73,75,1.03,IR,1696177589
379,hai duong,20.9333,106.3167,28.0,88,8,1.98,VN,1696177589
380,tamandare,-8.7597,-35.1047,27.67,59,53,3.9,BR,1696177589
381,cuyamel,15.6667,-88.2,29.09,81,97,1.72,HN,1696177589
382,tindouf,27.6711,-8.1474,36.25,11,94,8.23,DZ,1696177590
383,harstad,68.799,16.5293,6.66,98,100,6.71,NO,1696177590
384,lyubinskiy,55.1542,72.6925,11.63,57,6,2.41,RU,1696177590
385,joao pinheiro,-17.7425,-46.1725,34.09,30,75,3.03,BR,1696177590
386,vila franca do campo,37.7167,-25.4333,22.71,99,95,3.58,PT,1696177590
387,wuyishan,28.0047,117.8114,20.77,96,34,0.85,CN,1696177590
388,portland,45.5234,-122.6762,13.1,88,40,2.24,US,1696177332
389,puerto baquerizo moreno,-0.9,-89.6,26.55,74,75,7.2,EC,1696177591
390,sitangkai,4.6628,119.3928,28.58,80,100,6.61,PH,1696177591
391,fisterra,42.9049,-9.2629,25.42,75,62,3.07,ES,1696177591
392,port antonio,18.18,-76.4612,34.44,67,48,2.0,JM,1696177591
393,pekanbaru,0.5333,101.45,27.18,89,71,0.0,ID,1696177591
394,floro,61.5996,5.0328,12.04,71,100,5.14,NO,1696177592
395,rudnichnyy,59.617,52.4703,14.22,73,93,4.91,RU,1696177592
396,meridian,43.6121,-116.3915,10.08,93,100,2.57,US,1696177302
397,port lincoln,-34.7333,135.8667,12.42,78,0,2.01,AU,1696177592
398,hammerfest,70.6634,23.6821,4.25,70,75,6.69,NO,1696177592
399,nsanje,-16.92,35.262,35.87,18,80,3.23,MW,1696177592
400,marsh harbour,26.5412,-77.0636,28.59,75,98,4.84,BS,1696177592
401,cabedelo,-6.9811,-34.8339,30.37,60,37,6.18,BR,1696177593
402,tutoia,-2.7619,-42.2744,30.21,60,70,7.26,BR,1696177593
403,susuman,62.7833,148.1667,-1.12,73,12,1.79,RU,1696177593
404,vernon,50.2581,-119.2691,8.5,86,86,3.09,CA,1696177593
405,emkhomazi,-30.2067,30.7978,17.92,62,85,3.92,ZA,1696177593
406,mili,6.0815,171.735,27.41,78,92,2.58,MH,1696177594
407,talcahuano,-36.7167,-73.1167,11.82,71,100,4.63,CL,1696177594
408,the dalles,45.5946,-121.1787,15.35,80,0,1.34,US,1696177315
409,sarina,-21.4333,149.2167,19.23,1,33,3.34,AU,1696177594
410,powell river,49.8496,-124.5361,12.88,100,100,0.0,CA,1696177594
411,san bernardo del viento,9.3533,-75.9524,30.21,77,100,2.97,CO,1696177594
412,yugorsk,61.3133,63.3319,10.5,68,64,4.86,RU,1696177595
413,gadzhiyevo,69.2551,33.3362,6.31,77,96,4.89,RU,1696177595
414,torghay,49.6339,63.4981,15.68,47,91,4.91,KZ,1696177595
415,alesund,62.4723,6.1549,11.85,82,40,4.63,NO,1696177595
416,suhbaatar,50.2314,106.2078,9.58,73,100,5.3,MN,1696177595
417,ajuchitlan del progreso,18.1519,-100.4835,28.28,74,91,0.62,MX,1696177596
418,dudinka,69.4058,86.1778,-10.21,99,62,0.89,RU,1696177596
419,northam,51.0333,-4.2167,19.25,96,100,3.73,GB,1696177596
420,kirensk,57.7853,108.1119,1.68,76,52,4.47,RU,1696177596
421,concordia,-31.393,-58.0209,18.77,54,0,1.34,AR,1696177596
422,siwa oasis,29.2041,25.5195,29.39,29,100,3.7,EG,1696177596
423,remire-montjoly,4.9167,-52.2667,33.02,55,75,4.12,GF,1696177597
424,wau,7.7029,27.9953,28.93,61,97,2.26,SS,1696177597
425,thief river falls,48.1191,-96.1812,26.53,67,20,5.02,US,1696177597
426,kharkhorin,47.1975,102.8238,8.09,45,100,1.57,MN,1696177597
427,borba,-4.3878,-59.5939,41.59,18,98,2.25,BR,1696177597
428,tynda,55.1667,124.7167,6.56,66,93,0.28,RU,1696177598
429,mount pearl,47.5166,-52.7813,20.25,61,75,5.66,CA,1696177598
430,fairwood,47.4484,-122.1573,11.48,91,100,2.57,US,1696177598
431,toliara,-23.35,43.6667,24.53,79,0,3.35,MG,1696177598
432,nabire,-3.3667,135.4833,24.36,89,98,0.49,ID,1696177599
433,oranjemund,-28.55,16.4333,17.17,66,0,5.39,NA,1696177599
434,tbeng meanchey,13.8167,104.9667,24.77,97,84,1.24,KH,1696177599
435,la sarre,48.8002,-79.1996,20.43,61,33,0.56,CA,1696177599
436,tual,-5.6667,132.75,25.88,89,100,4.32,ID,1696177599
437,long beach,33.767,-118.1892,19.11,81,100,2.57,US,1696177543
438,marlin,31.3063,-96.898,31.92,44,84,3.46,US,1696177316
439,kadnikov,59.5022,40.338,11.01,79,23,5.13,RU,1696177600
440,rio grande,-32.035,-52.0986,22.06,63,0,2.22,BR,1696177600
441,martinsicuro,42.8811,13.9145,24.41,72,3,1.49,IT,1696177600
442,maues,-3.3836,-57.7186,40.95,18,82,2.43,BR,1696177600
443,lucapa,-8.4192,20.7447,24.09,66,100,3.42,AO,1696177600
444,mamuju,-2.6748,118.8885,25.55,84,3,1.68,ID,1696177601
445,menongue,-14.6585,17.691,35.06,10,27,4.01,AO,1696177601
446,qinnan,33.2531,119.9133,17.16,68,100,2.0,CN,1696177601
447,katsuren-haebaru,26.3369,127.8719,28.43,81,20,5.66,JP,1696177601
448,plettenberg bay,-34.0527,23.3716,15.33,72,0,5.27,ZA,1696177601
449,ixtapa,20.7,-105.2,31.24,70,20,2.06,MX,1696177601
450,minas,-34.3759,-55.2377,16.75,44,0,5.4,UY,1696177602
451,lubango,-14.9172,13.4925,28.92,26,33,3.09,AO,1696177602
452,bejaia,36.7559,5.0843,25.6,61,0,2.57,DZ,1696177476
453,tabou,4.423,-7.3528,26.04,86,52,4.89,CI,1696177602
454,colac,-38.3333,143.5833,7.69,94,1,2.27,AU,1696177602
455,taikang,46.8333,124.4167,10.88,57,19,3.67,CN,1696177602
456,harper,4.375,-7.7169,26.15,85,59,5.16,LR,1696177603
457,prokuplje,43.2342,21.5881,18.6,72,45,1.86,RS,1696177603
458,ban nong wua so,17.2675,103.2247,27.19,86,44,0.88,TH,1696177603
459,zverevo,48.0211,40.1228,18.56,42,100,3.48,RU,1696177603
460,timbuktu,16.7735,-3.0074,41.33,12,83,3.41,ML,1696177603
461,okha,53.5739,142.9478,9.02,99,100,5.1,RU,1696177603
462,san vicente de canete,-13.0751,-76.3835,21.28,74,48,3.26,PE,1696177604
463,el calafate,-50.3408,-72.2768,4.51,56,7,6.09,AR,1696177604
464,guerrero negro,27.9769,-114.0611,21.61,62,3,5.41,MX,1696177573
465,tazacorte,28.629,-17.9293,27.3,81,0,2.57,ES,1696177604
466,inari,68.906,27.0288,7.11,83,65,2.12,FI,1696177604
467,uyar,55.81,94.3153,-0.42,74,68,2.79,RU,1696177605
468,rabigh,22.7986,39.0349,30.12,75,1,1.5,SA,1696177351
469,grand island,40.925,-98.342,27.97,50,0,8.75,US,1696177468
470,bria,6.5423,21.9863,25.93,84,19,0.94,CF,1696177605
471,ancud,-41.8697,-73.8203,8.89,88,100,0.66,CL,1696177605
472,alegrete,-29.7831,-55.7919,19.76,49,0,4.03,BR,1696177605
473,qalat,32.1058,66.9083,16.98,16,0,2.98,AF,1696177410
474,bontang,0.1333,117.5,25.05,85,68,3.32,ID,1696177606
475,balsas,-7.5325,-46.0356,40.92,13,5,2.42,BR,1696177606
476,midvagur,62.0511,-7.1939,11.46,93,100,6.69,FO,1696177606
477,kuna,43.4918,-116.4201,9.91,93,100,2.57,US,1696177606
478,velikiy ustyug,60.7644,46.3106,11.49,93,97,3.58,RU,1696177606
479,ardon,43.17,44.29,17.55,64,99,0.89,RU,1696177607
480,melekeok village,7.4957,134.6367,26.31,94,75,0.0,PW,1696177607
481,richards bay,-28.783,32.0377,18.22,65,100,4.26,ZA,1696177607
482,gokceada,40.2011,25.909,24.6,66,30,2.37,TR,1696177607
483,kathmandu,27.7167,85.3167,22.13,84,75,0.0,NP,1696177336
484,san miguel,13.4833,-88.1833,31.78,70,20,1.54,SV,1696177566
485,sepatan,-6.1189,106.575,29.78,83,20,3.6,ID,1696177607
486,shinkafi,13.0753,6.5105,32.64,44,65,4.38,NG,1696177608
487,ramshir,30.8946,49.4092,33.86,15,0,6.39,IR,1696177608
488,ziway,7.9333,38.7167,22.25,54,36,5.6,ET,1696177608
489,port pirie,-33.1833,138.0167,14.09,50,28,2.85,AU,1696177608
490,minas de marcona,-15.2119,-75.1103,19.78,61,42,4.73,PE,1696177608
491,caruthersville,36.1931,-89.6556,29.99,55,0,0.45,US,1696177608
492,molochnoye,59.2917,39.6787,11.01,79,12,6.26,RU,1696177565
493,kiruna,67.8557,20.2251,3.51,93,75,5.66,SE,1696177609
494,holmen,43.9633,-91.2562,29.01,64,0,4.12,US,1696177355
495,orange,33.7,-117.7675,18.88,73,75,2.06,US,1696177609
496,quibala,-10.7337,14.98,21.57,79,56,2.51,AO,1696177609
497,prince george,53.9166,-122.753,4.69,87,100,4.63,CA,1696177491
498,la leonesa,-27.0379,-58.7035,25.01,29,0,3.67,AR,1696177610
499,ma'ili,21.4219,-158.1803,26.01,78,100,2.57,US,1696177610
500,bechar,31.6167,-2.2167,32.18,13,0,3.09,DZ,1696177503
501,viedma,-40.8135,-62.9967,21.21,24,100,8.07,AR,1696177610
502,atakpame,7.5333,1.1333,26.85,80,53,2.97,TG,1696177610
503,prymors'k,46.7348,36.3443,20.79,44,29,3.83,UA,1696177610
504,beira,-19.8436,34.8389,26.05,89,75,9.77,MZ,1696177610
505,msowero,-6.5333,37.2,28.32,39,0,4.1,TZ,1696177611
506,kamikawa,43.84,142.7711,11.02,95,58,3.38,JP,1696177611
507,puerto varas,-41.3195,-72.9854,12.12,62,75,3.6,CL,1696177611
508,buyeo,36.2819,126.9125,14.9,77,33,0.58,KR,1696177611
509,saint-mandrier-sur-mer,43.078,5.929,29.56,71,0,3.09,FR,1696177611
510,chegdomyn,51.1167,133.0167,6.29,88,100,1.79,RU,1696177611
511,santa rita,-7.1139,-34.9781,30.37,58,75,7.72,BR,1696177612
512,broken hill,-31.95,141.4333,18.6,37,28,5.87,AU,1696177612
513,zyryanskoye,56.8306,86.6258,1.03,69,99,2.56,RU,1696177612
514,ed damer,17.5928,33.9592,38.93,12,0,4.5,SD,1696177612
515,chokwe,-24.5333,32.9833,20.96,62,72,6.55,MZ,1696177612
516,englewood,39.6478,-104.9878,24.27,46,20,6.69,US,1696177613
517,turaif,31.6725,38.6637,28.14,26,0,5.14,SA,1696177613
518,rocha,-34.4833,-54.3333,17.45,48,3,5.35,UY,1696177594
519,brisas de zicatela,15.8369,-97.0419,32.29,55,40,0.0,MX,1696177613
520,crescent city,41.756,-124.2018,14.58,74,0,3.6,US,1696177613
521,santiago del torno,-17.9833,-63.3833,30.42,25,50,2.45,BO,1696177613
522,darwin,-12.4611,130.8418,26.99,78,40,2.57,AU,1696177614
523,wusong,30.95,117.7833,18.82,76,40,4.61,CN,1696177614
524,cadale,2.7603,46.3222,26.1,84,4,7.23,SO,1696177614
525,bodo,67.28,14.405,9.02,89,40,3.09,NO,1696177614
526,savannah,32.0835,-81.0998,25.04,65,100,5.14,US,1696177426
527,rimus,16.8764,120.3966,26.88,88,100,2.44,PH,1696177614
528,pocone,-16.2567,-56.6228,40.19,27,20,2.76,BR,1696177615
529,kidal,18.4411,1.4078,39.78,13,3,5.03,ML,1696177615
530,sur,22.5667,59.5289,30.55,52,27,1.64,OM,1696177615
531,les cayes,18.2,-73.75,32.03,64,98,4.23,HT,1696177615
532,namtsy,62.7161,129.6658,3.97,45,99,1.49,RU,1696177615
533,goure,13.9835,10.2704,26.44,61,100,4.18,NE,1696177615
534,young,-32.6833,-57.6333,19.51,26,0,2.24,UY,1696177616
535,ambon,-3.6954,128.1814,27.15,95,20,2.57,ID,1696177616
536,alta sierra,35.7291,-118.5495,7.1,71,20,1.45,US,1696177616
537,parry sound,45.3501,-80.033,20.03,77,83,1.54,CA,1696177452
538,san juan de los morros,9.9115,-67.3538,32.75,50,84,2.73,VE,1696177419
539,mirny,62.5353,113.9611,6.24,77,100,3.0,RU,1696177616
540,laguna de perlas,12.3429,-83.6712,31.05,74,31,3.45,NI,1696177617
541,sarykemer,43.0,71.5,15.71,32,99,0.95,KZ,1696177617
542,quellon,-43.1167,-73.6167,6.45,86,100,1.99,CL,1696177617
543,kailua-kona,19.6406,-155.9956,28.11,89,20,2.68,US,1696177617
544,saudarkrokur,65.7461,-19.6394,8.74,68,99,1.09,IS,1696177617
545,kolwezi,-10.7148,25.4667,29.27,21,63,1.84,CD,1696177617
546,kafanchan,9.5833,8.3,25.1,84,65,1.9,NG,1696177618
547,alofi,-19.0595,-169.9187,21.94,68,99,6.17,NU,1696177618
548,fort st. john,56.2499,-120.8529,6.94,76,75,5.14,CA,1696177399
549,charters towers,-20.1,146.2667,16.99,93,4,2.76,AU,1696177618
550,boa vista,2.8197,-60.6733,35.99,32,20,2.57,BR,1696177579
551,aransas pass,27.9095,-97.15,31.1,81,75,5.66,US,1696177361
552,banda aceh,5.5577,95.3222,26.69,82,15,4.34,ID,1696177619
553,vicuna mackenna,-33.9197,-64.3922,27.16,18,7,7.18,AR,1696177619
554,laojunmiao,39.8333,97.7333,10.73,29,53,1.17,CN,1696177402
555,praia da vitoria,38.7333,-27.0667,22.64,68,40,4.12,PT,1696177619
556,olyokminsk,60.3736,120.4264,5.22,90,53,1.1,RU,1696177619
557,magdagachi,53.45,125.8,4.87,80,85,1.28,RU,1696177619
558,santo angelo,-28.2992,-54.2631,21.39,50,0,3.24,BR,1696177495
559,puerto san jose,13.9256,-90.8244,29.38,74,37,0.59,GT,1696177620
